id_registro,timestamp,id_equipamento,regiao,umidade_solo_pct,inclinacao_lateral_graus,precipitacao_3h_mm,dist_corpo_agua_m,velocidade_kmh,temperatura_c,horas_operacao_dia,score_risco,nivel_risco,alerta_ativo
859,2025-04-26 14:15:00,EQ-018,Soja-PR,24.5,5.6,31.7,231,18.2,30.8,7.6,33,BAIXO,0
860,2025-04-26 15:00:00,EQ-014,Soja-PR,32.3,2.3,6.8,339,21.6,23.3,6.2,25,BAIXO,0
861,2025-04-26 15:45:00,EQ-011,Arroz-RS,50.6,5.1,1.5,344,21.2,17.5,9.7,27,BAIXO,0
862,2025-04-26 16:30:00,EQ-009,Milho-GO,10.0,8.7,8.6,297,17.3,22.5,10.7,34,BAIXO,0
863,2025-04-26 17:15:00,EQ-002,Milho-GO,70.6,11.1,5.1,93,9.8,21.4,11.6,54,MEDIO,0
864,2025-04-26 18:00:00,EQ-012,Soja-PR,10.0,11.2,5.6,12,23.8,32.0,6.8,40,MEDIO,0
865,2025-04-26 18:45:00,EQ-003,Cerrado-MT,53.5,6.9,11.7,182,26.4,32.8,11.7,44,MEDIO,0
866,2025-04-26 19:30:00,EQ-003,Arroz-RS,55.3,18.8,15.2,665,10.7,29.1,8.9,40,MEDIO,0
867,2025-04-26 20:15:00,EQ-001,Milho-GO,65.8,13.6,1.4,253,9.5,20.4,9.1,45,MEDIO,0
868,2025-04-26 21:00:00,EQ-008,Soja-PR,54.2,11.3,0.4,536,17.2,38.7,10.8,33,BAIXO,0
869,2025-04-26 21:45:00,EQ-008,Milho-GO,95.4,0.5,62.1,1435,14.2,25.5,7.9,57,ALTO,1
870,2025-04-26 22:30:00,EQ-011,Arroz-RS,59.3,0.1,3.2,54,18.9,31.6,4.7,29,BAIXO,0
871,2025-04-26 23:15:00,EQ-009,Arroz-RS,76.1,1.9,0.7,353,25.2,28.3,10.4,33,BAIXO,0
872,2025-04-27 00:00:00,EQ-005,Cana-SP,40.5,8.7,2.5,337,4.5,29.3,9.7,35,MEDIO,0
873,2025-04-27 00:45:00,EQ-014,Soja-PR,57.4,4.2,0.5,1173,27.5,31.4,8.3,20,BAIXO,0
874,2025-04-27 01:30:00,EQ-003,Arroz-RS,86.0,4.1,6.0,1272,15.6,23.8,10.2,42,MEDIO,0
875,2025-04-27 02:15:00,EQ-005,Cana-SP,50.2,17.3,19.5,348,21.1,35.8,10.7,46,MEDIO,0
876,2025-04-27 03:00:00,EQ-005,Cana-SP,58.8,18.1,5.0,84,21.7,18.5,6.0,48,MEDIO,0
877,2025-04-27 03:45:00,EQ-019,Milho-GO,74.6,19.2,7.0,481,22.4,21.8,9.0,52,MEDIO,0
878,2025-04-27 04:30:00,EQ-014,Milho-GO,40.2,3.0,13.5,34,18.4,35.8,4.4,44,MEDIO,0
879,2025-04-27 05:15:00,EQ-004,Cana-SP,11.8,9.4,8.5,455,19.8,31.5,8.8,36,MEDIO,0
880,2025-04-27 06:00:00,EQ-013,Milho-GO,60.1,2.5,23.7,723,19.7,42.0,8.3,36,MEDIO,0
881,2025-04-27 06:45:00,EQ-010,Arroz-RS,74.8,1.7,24.1,145,14.2,28.4,10.0,61,ALTO,1
882,2025-04-27 07:30:00,EQ-018,Cerrado-MT,28.0,1.6,0.1,299,7.5,38.2,6.9,24,BAIXO,0
883,2025-04-27 08:15:00,EQ-008,Arroz-RS,68.4,3.3,18.1,169,10.7,16.9,8.2,53,MEDIO,0
884,2025-04-27 09:00:00,EQ-008,Cana-SP,68.5,4.5,7.4,173,17.4,19.5,2.6,42,MEDIO,0
885,2025-04-27 09:45:00,EQ-007,Cana-SP,10.0,14.2,53.9,111,13.3,33.4,10.1,60,ALTO,1
886,2025-04-27 10:30:00,EQ-008,Arroz-RS,36.3,1.0,7.9,431,13.3,17.6,8.8,20,BAIXO,0
887,2025-04-27 11:15:00,EQ-014,Milho-GO,47.1,10.6,52.0,825,28.8,26.8,9.2,48,MEDIO,0
888,2025-04-27 12:00:00,EQ-019,Milho-GO,51.4,6.1,16.9,848,23.2,35.0,6.0,27,BAIXO,0
889,2025-04-27 12:45:00,EQ-006,Cana-SP,40.1,2.7,3.4,58,16.5,31.0,9.8,27,BAIXO,0
890,2025-04-27 13:30:00,EQ-001,Soja-PR,39.1,5.4,9.3,623,22.0,28.1,12.3,16,BAIXO,0
891,2025-04-27 14:15:00,EQ-015,Milho-GO,88.4,2.9,58.1,401,15.5,25.3,8.6,67,ALTO,1
892,2025-04-27 15:00:00,EQ-001,Arroz-RS,52.8,7.3,23.4,87,18.7,29.2,10.3,47,MEDIO,0
893,2025-04-27 15:45:00,EQ-017,Milho-GO,41.1,4.6,1.2,21,20.6,31.5,7.3,36,MEDIO,0
894,2025-04-27 16:30:00,EQ-001,Arroz-RS,54.2,1.4,14.7,94,15.5,24.0,8.8,39,MEDIO,0
895,2025-04-27 17:15:00,EQ-015,Cana-SP,65.7,1.0,5.1,730,13.9,30.2,5.9,29,BAIXO,0
896,2025-04-27 18:00:00,EQ-002,Milho-GO,56.0,6.3,0.1,301,25.3,34.5,10.6,26,BAIXO,0
897,2025-04-27 18:45:00,EQ-014,Arroz-RS,50.9,18.6,6.2,383,21.7,26.7,9.3,45,MEDIO,0
898,2025-04-27 19:30:00,EQ-008,Cana-SP,42.0,3.4,3.2,89,4.5,28.4,6.6,28,BAIXO,0
899,2025-04-27 20:15:00,EQ-008,Soja-PR,41.8,10.6,20.5,381,14.0,30.9,7.4,47,MEDIO,0
900,2025-04-27 21:00:00,EQ-019,Arroz-RS,43.0,8.6,4.9,10,13.3,31.3,9.1,46,MEDIO,0
901,2025-04-27 21:45:00,EQ-007,Soja-PR,61.8,21.5,21.1,141,14.3,33.3,10.8,62,ALTO,1
902,2025-04-27 22:30:00,EQ-019,Soja-PR,35.1,13.8,0.0,296,23.2,21.9,12.0,28,BAIXO,0
903,2025-04-27 23:15:00,EQ-006,Cerrado-MT,62.9,6.7,4.4,47,18.1,24.8,8.7,44,MEDIO,0
904,2025-04-28 00:00:00,EQ-006,Milho-GO,83.3,8.6,3.3,519,9.7,25.0,6.3,45,MEDIO,0
905,2025-04-28 00:45:00,EQ-003,Arroz-RS,61.5,18.3,3.2,80,15.7,22.6,9.5,52,MEDIO,0
906,2025-04-28 01:30:00,EQ-007,Soja-PR,47.6,4.1,0.8,317,21.3,17.2,12.6,28,BAIXO,0
907,2025-04-28 02:15:00,EQ-019,Cerrado-MT,29.0,3.2,2.5,156,16.7,10.0,5.8,27,BAIXO,0
908,2025-04-28 03:00:00,EQ-008,Cana-SP,86.6,0.1,9.7,272,14.1,35.2,7.1,50,MEDIO,0
909,2025-04-28 03:45:00,EQ-010,Arroz-RS,31.6,14.0,4.1,34,20.0,18.7,10.2,42,MEDIO,0
910,2025-04-28 04:30:00,EQ-020,Soja-PR,72.0,12.9,6.5,10,27.7,37.4,9.3,48,MEDIO,0
911,2025-04-28 05:15:00,EQ-015,Milho-GO,67.8,0.9,5.7,721,20.8,32.4,7.9,31,BAIXO,0
912,2025-04-28 06:00:00,EQ-015,Cerrado-MT,50.3,6.9,25.0,94,25.8,25.6,9.4,47,MEDIO,0
913,2025-04-28 06:45:00,EQ-001,Soja-PR,49.7,5.0,28.3,514,14.5,31.7,11.0,34,BAIXO,0
914,2025-04-28 07:30:00,EQ-020,Milho-GO,18.3,1.0,8.1,1500,17.9,30.6,8.8,22,BAIXO,0
915,2025-04-28 08:15:00,EQ-007,Soja-PR,61.6,31.5,4.8,71,17.8,21.4,8.6,52,MEDIO,0
916,2025-04-28 09:00:00,EQ-004,Arroz-RS,67.4,1.9,1.4,92,18.7,27.9,10.2,44,MEDIO,0
917,2025-04-28 09:45:00,EQ-006,Arroz-RS,33.2,0.6,36.8,326,20.6,22.1,8.5,35,MEDIO,0
918,2025-04-28 10:30:00,EQ-001,Arroz-RS,51.9,7.2,0.7,1010,12.5,31.9,11.3,19,BAIXO,0
919,2025-04-28 11:15:00,EQ-005,Cerrado-MT,55.8,10.7,4.2,742,21.9,23.7,13.1,28,BAIXO,0
920,2025-04-28 12:00:00,EQ-001,Arroz-RS,66.7,0.3,4.2,210,8.2,27.4,7.2,30,BAIXO,0
921,2025-04-28 12:45:00,EQ-004,Milho-GO,55.1,8.6,4.6,476,10.0,27.2,6.5,34,BAIXO,0
922,2025-04-28 13:30:00,EQ-002,Soja-PR,22.5,6.1,2.2,44,30.8,28.7,9.7,38,MEDIO,0
923,2025-04-28 14:15:00,EQ-010,Cana-SP,44.4,0.9,18.3,1137,14.9,38.0,6.4,22,BAIXO,0
924,2025-04-28 15:00:00,EQ-005,Milho-GO,59.5,1.5,1.6,1000,22.4,26.6,6.4,24,BAIXO,0
925,2025-04-28 15:45:00,EQ-010,Milho-GO,71.8,6.7,12.1,54,28.2,35.3,4.9,53,MEDIO,0
926,2025-04-28 16:30:00,EQ-001,Arroz-RS,42.6,2.8,1.6,107,4.1,30.9,8.2,29,BAIXO,0
927,2025-04-28 17:15:00,EQ-006,Cerrado-MT,98.8,22.3,0.9,32,24.8,36.5,8.9,75,CRITICO,1
928,2025-04-28 18:00:00,EQ-013,Soja-PR,17.1,13.7,28.8,95,21.9,26.0,8.0,49,MEDIO,0
929,2025-04-28 18:45:00,EQ-015,Cerrado-MT,43.7,32.9,2.5,508,27.8,32.2,11.8,34,BAIXO,0
930,2025-04-28 19:30:00,EQ-004,Soja-PR,53.3,2.4,20.7,143,10.9,27.6,11.6,48,MEDIO,0
931,2025-04-28 20:15:00,EQ-013,Soja-PR,51.0,28.0,9.4,28,26.7,10.1,12.9,70,ALTO,1
932,2025-04-28 21:00:00,EQ-020,Cerrado-MT,30.4,4.5,1.0,126,13.6,21.5,9.1,33,BAIXO,0
933,2025-04-28 21:45:00,EQ-015,Milho-GO,64.0,3.4,37.3,1195,24.3,31.5,11.4,36,MEDIO,0
934,2025-04-28 22:30:00,EQ-008,Soja-PR,62.4,0.4,3.4,298,17.8,31.1,9.6,25,BAIXO,0
935,2025-04-28 23:15:00,EQ-005,Cerrado-MT,56.0,0.4,23.6,161,22.6,20.2,9.4,54,MEDIO,0
936,2025-04-29 00:00:00,EQ-015,Soja-PR,61.6,9.4,2.2,55,18.3,29.3,8.1,37,MEDIO,0
937,2025-04-29 00:45:00,EQ-004,Cana-SP,46.5,4.9,23.1,1284,7.0,31.0,4.5,33,BAIXO,0
938,2025-04-29 01:30:00,EQ-012,Milho-GO,22.7,2.1,0.2,516,0.0,27.8,10.3,18,BAIXO,0
939,2025-04-29 02:15:00,EQ-013,Arroz-RS,40.7,7.6,8.6,99,19.3,32.4,11.3,41,MEDIO,0
940,2025-04-29 03:00:00,EQ-002,Soja-PR,58.1,2.3,17.6,22,16.4,31.6,5.9,50,MEDIO,0
941,2025-04-29 03:45:00,EQ-019,Cana-SP,58.3,6.9,32.8,17,20.4,27.8,9.0,57,ALTO,1
942,2025-04-29 04:30:00,EQ-019,Arroz-RS,55.8,3.6,28.8,38,16.5,24.9,11.0,56,ALTO,1
943,2025-04-29 05:15:00,EQ-004,Arroz-RS,66.0,13.9,20.6,261,30.1,34.3,8.3,57,ALTO,1
944,2025-04-29 06:00:00,EQ-004,Soja-PR,43.4,13.7,26.3,793,19.4,30.8,11.4,36,MEDIO,0
945,2025-04-29 06:45:00,EQ-011,Cerrado-MT,55.5,5.2,2.7,206,15.3,19.7,8.7,25,BAIXO,0
946,2025-04-29 07:30:00,EQ-005,Soja-PR,66.4,3.5,4.0,555,20.0,29.3,7.9,29,BAIXO,0
947,2025-04-29 08:15:00,EQ-020,Cana-SP,53.3,3.6,4.1,177,15.4,21.1,11.5,33,BAIXO,0
948,2025-04-29 09:00:00,EQ-011,Arroz-RS,30.1,13.1,5.7,370,18.6,22.2,7.1,28,BAIXO,0
949,2025-04-29 09:45:00,EQ-010,Soja-PR,35.8,3.2,6.0,395,10.7,24.1,7.6,22,BAIXO,0
950,2025-04-29 10:30:00,EQ-008,Cerrado-MT,71.6,1.9,9.4,57,17.9,28.3,7.2,54,MEDIO,0
951,2025-04-29 11:15:00,EQ-006,Soja-PR,82.8,0.7,2.1,134,15.1,30.2,6.7,49,MEDIO,0
952,2025-04-29 12:00:00,EQ-006,Milho-GO,78.5,5.0,14.1,304,11.3,25.5,9.3,41,MEDIO,0
953,2025-04-29 12:45:00,EQ-008,Cerrado-MT,59.6,5.3,2.2,22,29.9,25.8,8.0,46,MEDIO,0
954,2025-04-29 13:30:00,EQ-015,Cana-SP,30.9,14.7,4.5,135,11.5,25.0,10.0,41,MEDIO,0
955,2025-04-29 14:15:00,EQ-014,Arroz-RS,54.9,2.0,8.4,230,18.0,34.3,5.5,35,MEDIO,0
956,2025-04-29 15:00:00,EQ-011,Soja-PR,86.2,3.8,19.1,1500,13.2,10.9,6.8,42,MEDIO,0
957,2025-04-29 15:45:00,EQ-012,Cerrado-MT,67.4,13.2,16.1,193,19.8,26.1,9.1,54,MEDIO,0
958,2025-04-29 16:30:00,EQ-013,Milho-GO,50.9,13.9,12.4,508,10.4,37.3,11.9,28,BAIXO,0
959,2025-04-29 17:15:00,EQ-008,Cerrado-MT,67.6,3.9,2.0,170,23.0,31.1,9.8,41,MEDIO,0
960,2025-04-29 18:00:00,EQ-018,Milho-GO,29.6,4.9,9.5,477,30.2,35.6,7.8,28,BAIXO,0
961,2025-04-29 18:45:00,EQ-001,Cana-SP,41.1,2.9,1.1,271,13.0,15.8,6.0,21,BAIXO,0
962,2025-04-29 19:30:00,EQ-015,Arroz-RS,33.3,21.6,5.7,653,25.3,20.5,7.7,31,BAIXO,0
963,2025-04-29 20:15:00,EQ-008,Cana-SP,64.4,1.0,6.4,159,15.7,31.1,8.9,35,MEDIO,0
964,2025-04-29 21:00:00,EQ-011,Soja-PR,69.3,21.7,0.5,278,27.0,37.3,4.3,47,MEDIO,0
965,2025-04-29 21:45:00,EQ-012,Cerrado-MT,51.9,9.2,3.8,298,31.1,21.2,6.6,35,MEDIO,0
966,2025-04-29 22:30:00,EQ-012,Milho-GO,37.5,6.1,37.4,162,16.6,25.7,7.5,51,MEDIO,0
967,2025-04-29 23:15:00,EQ-004,Milho-GO,54.6,0.3,36.9,47,8.9,30.4,8.5,56,ALTO,1
968,2025-04-30 00:00:00,EQ-016,Cerrado-MT,45.3,5.2,5.2,29,23.7,19.3,8.9,43,MEDIO,0
969,2025-04-30 00:45:00,EQ-004,Cerrado-MT,39.1,4.2,0.5,10,19.3,31.1,7.8,39,MEDIO,0
970,2025-04-30 01:30:00,EQ-005,Soja-PR,61.8,1.4,2.4,620,21.0,11.9,10.0,20,BAIXO,0
971,2025-04-30 02:15:00,EQ-005,Cana-SP,39.8,8.5,6.0,81,16.0,31.0,9.2,39,MEDIO,0
972,2025-04-30 03:00:00,EQ-008,Milho-GO,23.7,28.4,35.4,71,12.7,22.0,8.3,60,ALTO,1
973,2025-04-30 03:45:00,EQ-010,Soja-PR,28.1,6.6,1.8,400,25.0,25.3,10.3,20,BAIXO,0
974,2025-04-30 04:30:00,EQ-017,Cana-SP,22.9,10.0,17.3,116,19.9,31.9,10.1,41,MEDIO,0
975,2025-04-30 05:15:00,EQ-009,Soja-PR,60.0,0.6,1.4,212,9.3,30.7,6.1,28,BAIXO,0
976,2025-04-30 06:00:00,EQ-019,Milho-GO,58.0,4.3,47.7,53,22.1,28.0,8.9,51,MEDIO,0
977,2025-04-30 06:45:00,EQ-014,Cerrado-MT,57.0,1.0,5.8,964,20.9,33.8,10.8,26,BAIXO,0
978,2025-04-30 07:30:00,EQ-008,Cerrado-MT,66.8,7.6,17.9,572,16.0,17.8,11.1,37,MEDIO,0
979,2025-04-30 08:15:00,EQ-009,Cana-SP,78.8,22.3,5.0,598,27.7,29.2,9.7,47,MEDIO,0
980,2025-04-30 09:00:00,EQ-011,Arroz-RS,43.2,8.7,11.9,157,14.3,23.3,8.5,46,MEDIO,0
981,2025-04-30 09:45:00,EQ-001,Cana-SP,63.1,0.6,2.6,431,17.0,33.5,9.8,25,BAIXO,0
982,2025-04-30 10:30:00,EQ-014,Arroz-RS,23.4,3.5,1.9,47,22.6,32.1,10.6,29,BAIXO,0
983,2025-04-30 11:15:00,EQ-005,Soja-PR,82.6,6.4,33.4,10,18.5,32.3,9.2,75,CRITICO,1
984,2025-04-30 12:00:00,EQ-014,Soja-PR,30.1,4.1,30.0,10,9.7,37.9,9.5,50,MEDIO,0
985,2025-04-30 12:45:00,EQ-004,Milho-GO,40.8,14.3,26.2,265,19.1,34.8,8.5,38,MEDIO,0
986,2025-04-30 13:30:00,EQ-001,Arroz-RS,43.0,13.5,11.8,182,15.5,27.1,6.3,43,MEDIO,0
987,2025-04-30 14:15:00,EQ-019,Milho-GO,24.5,7.6,19.8,219,23.1,28.0,8.7,35,MEDIO,0
988,2025-04-30 15:00:00,EQ-008,Cerrado-MT,55.7,3.7,0.9,10,18.9,31.6,7.6,42,MEDIO,0
989,2025-04-30 15:45:00,EQ-015,Arroz-RS,59.3,2.4,4.9,165,18.6,28.8,7.7,38,MEDIO,0
990,2025-04-30 16:30:00,EQ-015,Cana-SP,51.2,0.9,4.5,380,11.7,32.2,11.9,25,BAIXO,0
991,2025-04-30 17:15:00,EQ-009,Cerrado-MT,24.2,3.5,12.1,175,16.6,14.6,10.9,30,BAIXO,0
992,2025-04-30 18:00:00,EQ-009,Cerrado-MT,94.7,4.3,5.3,395,23.8,39.3,5.6,45,MEDIO,0
993,2025-04-30 18:45:00,EQ-010,Cana-SP,66.0,9.0,1.9,80,13.3,28.4,6.8,51,MEDIO,0
994,2025-04-30 19:30:00,EQ-020,Cerrado-MT,100.0,8.6,10.9,503,17.8,18.3,8.3,47,MEDIO,0
995,2025-04-30 20:15:00,EQ-009,Arroz-RS,38.9,0.6,20.2,266,12.4,22.5,7.7,41,MEDIO,0
996,2025-04-30 21:00:00,EQ-003,Milho-GO,74.2,4.0,5.8,71,10.9,15.2,9.6,38,MEDIO,0
997,2025-04-30 21:45:00,EQ-020,Cerrado-MT,70.6,1.6,1.7,81,17.5,21.5,6.5,40,MEDIO,0
998,2025-04-30 22:30:00,EQ-011,Arroz-RS,49.2,1.4,2.6,297,19.0,27.1,10.9,26,BAIXO,0
999,2025-04-30 23:15:00,EQ-006,Soja-PR,83.2,14.0,3.3,531,30.0,37.1,8.9,41,MEDIO,0
1000,2025-05-01 00:00:00,EQ-002,Arroz-RS,46.9,0.3,4.3,161,15.3,30.5,8.3,40,MEDIO,0
